,Unnamed: 0,ID,location_name,lat,long
6490,6490,2359698,Karamassasso,11.8073,-4.82418
6491,6491,2359699,Karangtenga,12.15901,-1.48487
6488,6488,2359696,Karankasso,10.87875,-3.93595
6489,6489,2359697,Karankasso,10.35,-3.6
6487,6487,2359695,Karankasso,11.22191,-4.64423
6484,6484,2359692,Karasso,12.5443,-3.99349
6483,6483,2359691,Karatiebougou,10.46667,-5.2333300000000005
6481,6481,2359689,Karawal Poutchi,14.206029999999998,-1.13007
6486,6486,2359694,Karawal Sene,14.30153,-1.85303
6482,6482,2359690,Karawalka Idamey,14.0846,-1.60945
6480,6480,2359688,Karba,11.55,-3.55
6478,6478,2359686,Kare,12.13333,-0.36667
6477,6477,2359685,Kare,12.21667,-0.43333
6476,6476,2359684,Kare,12.38333,-0.6
6479,6479,2359687,Kare,12.03699,-1.45548
6475,6475,2359683,Karekounre,12.2,-0.016669999999999997
6474,6474,2359682,Karekouri,12.31667,-0.11667
6473,6473,2359681,Karekui,12.88333,-3.88333
6472,6472,2359680,Karekui,13.2082,-3.832
6471,6471,2359679,Karemama,12.63333,-0.03333
6470,6470,2359678,Karemama,12.91667,0.28333
6469,6469,2359677,Karenankali,13.33586,1.15107
6468,6468,2359676,Karengatenga,13.10403,-1.67026
6467,6467,2359675,Kareo,12.78333,-2.1
11244,11244,12276845,Karey,14.895929999999998,-0.27339
6465,6465,2359673,Karfiguela,10.7,-4.8166699999999985
6463,6463,2359671,Karga,13.81783,-0.07911
6464,6464,2359672,Karga,14.14229,-2.53198
6462,6462,2359670,Kargaga,11.68333,-0.73333
6461,6461,2359669,Kargo,13.49548,-1.51876
11138,11138,12212707,Kargonol,14.24426,0.19583
6460,6460,2359668,Kargou,11.15,-0.5
6459,6459,2359667,Kargouzi,13.76158,0.0517
6457,6457,2359665,Kari,12.2989,-3.55132
6456,6456,2359664,Kari,12.41667,-3.16667
6458,6458,2359666,Kari,11.38791,-3.62125
6454,6454,2359662,Karka,13.2015,-0.7551
6453,6453,2359661,Karma,11.45913,-5.0229599999999985
6452,6452,2359660,Karma,13.70816,-2.3536900000000003
6451,6451,2359659,Karmanma,13.45191,0.91321
6450,6450,2359658,Karmoukyakya,12.03333,-0.4
6449,6449,2359657,Karna,11.51941,-4.5025
6448,6448,2359656,Karo,12.36206,-3.30395
6447,6447,2359655,Karoboni,11.4,-3.81667
6446,6446,2359654,Karouko,12.51404,-3.2216
6445,6445,2359653,Karpele,14.3804,-0.7706
10084,10084,2570021,Karpore,12.03879,-1.4468
6444,6444,2359652,Karsandi,13.36525,0.35989
6443,6443,2359651,Kartasso,11.14797,-5.25537
10558,10558,6875192,Kartiguiniaga,11.1997,-5.2191
6442,6442,2359650,Karyegou,12.7933,1.073
6441,6441,2359649,Karyegou,12.78708,1.0762
6440,6440,2359648,Kasari,14.03874,-0.11743
6439,6439,2359647,Kashili,13.19568,-0.93066
6438,6438,2359646,Kasila,12.7,-2.38333
6437,6437,2359645,Kassa,12.47075,-1.56166
6436,6436,2359644,Kassaga,11.19677,-4.89213
6435,6435,2359643,Kassaho,11.53333,-3.75
6434,6434,2359642,Kassan,13.0,-3.03333
6433,6433,2359641,Kassande,10.53064,-4.28739
6431,6431,2359639,Kasseba Mossi,13.1717,-2.43388
6432,6432,2359640,Kasseba-Samo,13.16786,-2.43337
6430,6430,2359638,Kasseguera,10.41667,-5.13333
6429,6429,2359637,Kassita,10.3,-3.56667
6428,6428,2359636,Kassite,10.46667,-3.85
6427,6427,2359635,Kasso,11.56667,-1.73333
6426,6426,2359634,Kassola,11.06667,-0.91667
6425,6425,2359633,Kassola,11.16667,-0.88333
6424,6424,2359632,Kasson,12.25,-2.3
6423,6423,2359631,Kassonihon,11.46667,-1.26667
8563,8563,2361789,Kassou,11.58235,-2.0464
6422,6422,2359630,Kassoulabouga,11.3,-1.2
6421,6421,2359629,Kassoum,13.0788,-3.3024
6420,6420,2359628,Katabtenga,12.50639,-1.56216
6419,6419,2359627,Katafona,11.56239,-4.945880000000002
6418,6418,2359626,Kataga,11.66667,-1.26667
6683,6683,2359894,Katambaogo,13.18981,-1.03979
6417,6417,2359625,Katana,11.83189,-5.16023
6416,6416,2359624,Katanga,12.63398,-1.7230599999999998
6415,6415,2359623,Katchi,12.76667,-4.01667
6414,6414,2359622,Katchirga,14.03872,0.10679
11288,11288,12358467,Kate,14.13461,-0.8124399999999999
11111,11111,12176004,Katela,11.94131,1.93095
6413,6413,2359621,Katenga,12.60464,-1.40616
6412,6412,2359620,Kati,11.08333,-1.75
6411,6411,2359619,Kati,11.32225,-5.126519999999998
6410,6410,2359618,Katian,11.43333,-1.81667
6409,6409,2359617,Katierla,10.4,-4.88333
6408,6408,2359616,Katiou,12.13333,-2.11667
6407,6407,2359615,Katiyim,12.51667,-0.8
6406,6406,2359614,Katonga,11.78333,-0.4
11178,11178,12238193,Katryat,14.65628,0.12115
6404,6404,2359612,Kawara,13.00039,-2.89573
6405,6405,2359613,Kawara,10.36667,-3.03333
6403,6403,2359611,Kawin,11.21667,-2.41667
6402,6402,2359610,Kaya,11.05,-1.01667
6401,6401,2359609,Kaya,11.8297,-4.73785
6400,6400,2359608,Kaya,13.09167,-1.08444
10626,10626,7668172,Kaya Airport,13.067,-1.1
6399,6399,2359607,Kayal,12.44243,-2.4409
6398,6398,2359606,Kayao,12.01295,-1.8419
6397,6397,2359605,Kayebila,13.5381,-1.11604
6396,6396,2359604,Kayere,13.375520000000002,-2.25713
6395,6395,2359603,Kayero,11.21667,-2.06667
6394,6394,2359602,Kayerobou,11.23333,-2.05
6392,6392,2359600,Kayo,11.35,-2.88333
6391,6391,2359599,Kayo,11.76667,-3.15
6393,6393,2359601,Kayo,14.1996,-1.35881
6390,6390,2359598,Kayokorogo,11.98333,-1.85
6389,6389,2359597,Kayon,13.4811,-1.41856
6388,6388,2359596,Kazanga,11.73333,-1.05
6387,6387,2359595,Kazim,13.01513,-2.05955
6386,6386,2359594,Kbele,10.5,-2.95
6385,6385,2359593,Kebili,10.5,-4.8166699999999985
6384,6384,2359592,Kedeyende,13.51924,-1.53644
10404,10404,6855133,Kedyomanga,12.58448,2.12131
6383,6383,2359591,Kekaba,12.2,-3.68333
6382,6382,2359590,Keke,13.92233,-2.43546
6381,6381,2359589,Kekel Yagha,13.25796,0.40793
6380,6380,2359588,Kekemourouko,10.3,-4.3
6369,6369,2359576,Kel Iguief,14.4446,-0.2186
6379,6379,2359587,Kelankia,10.56667,-5.1
6378,6378,2359586,Kelbo Foulces,13.86584,-1.16084
6376,6376,2359584,Kelbo-Yarces,13.85414,-1.11371
6377,6377,2359585,Kelbora,10.28333,-3.11667
10979,10979,11948933,Kelegsagle,12.69456,-1.36552
6371,6371,2359578,Keleguem,13.168070000000002,-2.17075
6375,6375,2359583,Kelel,13.75919,-0.01866
6374,6374,2359582,Keleni,11.08123,-4.86441
6373,6373,2359581,Kelesso,10.94804,-3.98268
6372,6372,2359579,Keleworo,10.0,-3.95
6370,6370,2359577,Kelia,11.7,-2.33333
6368,6368,2359575,Kelsio,12.26667,-2.51667
6367,6367,2359574,Kelsoubairi,14.05127,-1.90122
6365,6365,2359572,Keme,13.0534,-4.0472
6364,6364,2359571,Kemou,10.25,-2.83333
6363,6363,2359570,Kendembay,12.83333,-2.68333
6361,6361,2359568,Kene Kene,12.76667,-4.1833300000000015
11273,11273,12324296,Kenega,13.32094,-0.79432
6360,6360,2359567,Keneko,13.28659,-2.26021
6359,6359,2359566,Kenema,12.81667,-2.7
6358,6358,2359565,Kenema,13.95826,-2.19539
6357,6357,2359564,Kenesoumde,13.53149,-0.73843
6356,6356,2359563,Kenkiene,12.73333,-0.8
6355,6355,2359562,Kenou,14.3412,-1.95005
6354,6354,2359561,Kera,11.95,-3.71667
10391,10391,6786955,Kera,13.3705,-2.13835
6353,6353,2359560,Keralie,12.602,-4.1753
6352,6352,2359559,Keranboro,10.63333,-3.21667
10176,10176,2570123,Kerede,12.44075,-1.40343
6351,6351,2359558,Kerena,12.56667,-3.83333
6350,6350,2359557,Keri,13.58114,0.80982
6349,6349,2359556,Kerta,12.66243,1.50525
6348,6348,2359555,Keryaoguen,12.21499,-1.53839
6347,6347,2359554,Kesse,12.0,-3.3
6346,6346,2359553,Kessombode,13.63455,-2.83511
10405,10405,6855134,Ketounga,12.5988,2.2026
6344,6344,2359551,Kia,11.05,-2.33333
6343,6343,2359550,Kialiero,11.68333,-1.76667
6342,6342,2359549,Kialuin,11.7,-1.76667
6341,6341,2359548,Kiao,11.55,-1.91667
6340,6340,2359547,Kiao,11.6,-1.61667
6339,6339,2359546,Kiapre,9.45,-2.78333
6338,6338,2359545,Kibe,11.86497,-4.47922
6337,6337,2359544,Kibila,13.21534,-2.24911
6336,6336,2359543,Kibiri,12.78333,-3.15
6335,6335,2359542,Kiboulougou,13.15938,-1.9397
6334,6334,2359541,Kibtanga,13.08144,-1.97546
6333,6333,2359540,Kidiaho,11.58333,-3.2833300000000003
6331,6331,2359538,Kie,13.1011,-4.13209
6330,6330,2359537,Kiebani,11.92054,-4.46643
6329,6329,2359536,Kiebo,12.13333,-2.55
6328,6328,2359535,Kiedi,12.48333,-0.96667
6327,6327,2359534,Kiedie,11.48333,-2.63333
10150,10150,2570094,Kiedin,12.12669,-1.51771
10040,10040,2569975,Kiedpalgo,12.14332,-1.49526
5383,5383,2358583,Kiedpalgo,12.25071,-1.43759
6326,6326,2359533,Kiedui,12.23333,-3.65
11296,11296,12358677,Kiefaye,13.7826,-1.5879
6325,6325,2359532,Kiefindougou,10.56667,-4.26667
6324,6324,2359531,Kieko,13.89781,-0.86201
6323,6323,2359530,Kiekouyou,12.0,-2.61667
6322,6322,2359529,Kiele,11.4,-1.13333
6320,6320,2359527,Kiembara,13.239529999999998,-2.73111
6319,6319,2359526,Kiemna-Yarse,13.31282,-0.80191
5381,5381,2358581,Kiempalgo,12.71043,-1.07262
5378,5378,2358578,Kiemtenga,12.86308,-1.01959
6317,6317,2359524,Kiendolo,11.51562,-4.68382
6316,6316,2359523,Kiene,11.11578,-4.41384
1271,1271,2354442,Kienfangue,12.20159,-1.55552
6315,6315,2359522,Kientara,9.75,-3.03333
6314,6314,2359521,Kiere,11.6,-2.55
6313,6313,2359520,Kiere,11.65,-3.4833300000000005
6312,6312,2359519,Kierema,11.6,-1.7
6311,6311,2359518,Kierma,12.02121,-1.25247
6310,6310,2359517,Kiero,12.68333,-2.71667
10831,10831,11911821,Kieryaoghin,12.2435,-1.52495
5373,5373,2358573,Kietebala,12.74318,-1.14252
6308,6308,2359515,Kietego,13.08552,-1.71978
6306,6306,2359513,Kietou,11.96667,-3.3
6307,6307,2359514,Kietou,11.0,-2.65
3416,3416,2356602,Kikideni,11.93667,0.39833
6305,6305,2359512,Kikigogo,12.38333,-2.36667
6304,6304,2359511,Kikilma,12.7052,-1.85463
11049,11049,11980353,Kikiri Tanga,12.06857,-1.1233799999999998
10369,10369,6785048,Kikourou,13.23882,-2.7226
6303,6303,2359510,Kikwa,13.1397,-4.2964
6302,6302,2359509,Kila,13.00509,-4.1911
6301,6301,2359508,Kilari,13.72561,-0.30078
6300,6300,2359507,Kilema,13.55393,-0.7393
6299,6299,2359506,Kili,11.95323,-4.59935
6298,6298,2359505,Kilibo,13.72342,-2.13946
6296,6296,2359503,Kilingota,13.23823,-2.61392
6295,6295,2359502,Kilissimoko,13.78431,-2.37407
6294,6294,2359501,Kilkyaga,12.9,0.73333
6292,6292,2359499,Kilou,13.314329999999998,-1.6706
10276,10276,2570256,Kilwin,12.39546,-1.58819
6291,6291,2359498,Kimidougou,11.29758,-4.23616
6290,6290,2359497,Kimini,10.1,-4.78333
6289,6289,2359496,Kinana,12.70587,-1.69202
6288,6288,2359495,Kindi,12.4386,-2.0327900000000003
11154,11154,12225557,Kindi-Kombou,11.72033,1.66432
6287,6287,2359494,Kindiba,13.22689,-2.18873
6285,6285,2359492,Kindougou,13.4309,-1.53542
6284,6284,2359491,Kinga,10.83333,-5.36667
6283,6283,2359490,Kinga,12.2,-0.36667
6282,6282,2359489,Kingria,12.78333,-2.46667
6281,6281,2359488,Kinkelou,12.06911,-1.87076
6286,6286,2359493,Kinogo,12.87389,-1.15584
6279,6279,2359486,Kinpeo,10.71667,-3.2
6278,6278,2359485,Kinpi,10.41667,-3.13333
6277,6277,2359484,Kinsere,13.0903,-3.7001
6276,6276,2359483,Kinsouyinkyema,12.68333,-0.96667
10459,10459,6862572,Kintara,14.8998,-0.3914
6275,6275,2359482,Kinyanga,12.43132,2.01553
6274,6274,2359481,Kinzim,11.51667,-0.05
6273,6273,2359480,Kioma,12.76667,-3.08333
6272,6272,2359479,Kion,11.83333,-1.7
6271,6271,2359478,Kipala,11.13333,-0.41667
6270,6270,2359477,Kipir,10.1,-2.95
11173,11173,12237937,Kira,12.495,-4.28917
6269,6269,2359476,Kira,12.08333,-3.25
6309,6309,2359516,Kiraitenga,13.12944,-2.66866
6268,6268,2359475,Kiral,14.14231,0.34672
6267,6267,2359474,Kire,13.42827,-2.27511
6266,6266,2359473,Kirga,13.55277,-0.10801
6265,6265,2359472,Kirgafaire,14.31049,-1.25896
6264,6264,2359471,Kirgou,13.27634,0.71978
6263,6263,2359470,Kiri,11.01667,-2.75
6262,6262,2359469,Kiri,12.98333,-2.45
6261,6261,2359468,Kiribi,11.98333,-0.46667
6260,6260,2359467,Kiribina,10.65,-4.8
6259,6259,2359466,Kirible,10.16667,-2.9
6258,6258,2359465,Kirien,13.0702,-2.61183
6257,6257,2359464,Kirigtenga,13.18066,-1.2309
6256,6256,2359463,Kirikiri,12.84506,1.04096
6255,6255,2359462,Kirikoudogo,13.00913,-2.48128
6254,6254,2359461,Kirilonga,12.6,-2.11667
6253,6253,2359460,Kirio,13.145129999999998,-2.69137
6252,6252,2359459,Kiriolol,14.07922,0.10910999999999997
10374,10374,6785988,Kiripalogo,13.06799,-2.65923
6251,6251,2359458,Kirissitenga,13.01418,-2.71938
1191,1191,2354361,Kiro-Hari,14.4257,-0.04737
6250,6250,2359457,Kirou,11.56667,-1.33333
6249,6249,2359456,Kirsi,13.04028,-1.93778
6248,6248,2359455,Kirsiri,13.59471,-0.29466
6247,6247,2359454,Kirta,12.42718,1.76798
11222,11222,12261461,Kiryomdeni,12.6158,0.1489
11192,11192,12238255,Kisbouga,11.69147,0.06332
6245,6245,2359452,Kison,12.8,-2.9
6244,6244,2359451,Kissi,14.641329999999998,-0.16455999999999998
6242,6242,2359449,Kissi Mare,14.63641,-0.13681
6243,6243,2359450,Kisside,11.13333,-0.46667
6246,6246,2359453,Kissirigouem,12.81732,-1.3788200000000002
6241,6241,2359448,Kitodougou,10.23333,-5.01667
6240,6240,2359447,Kitor Ho,13.46497,-0.34519
6239,6239,2359446,Kiyeri,11.46667,-0.75
6238,6238,2359445,Klani,10.66667,-5.4
6237,6237,2359444,Ko,10.5,-3.0
6236,6236,2359443,Ko,11.51667,-0.35
10615,10615,7041947,Ko,11.66726,-4.6605
6203,6203,2359410,Ko Ba,10.36667,-5.05
6175,6175,2359382,Ko Deni,10.35,-5.08333
6146,6146,2359352,Ko Fine,10.96667,-5.4
5886,5886,2359090,Ko Ouleni,10.3,-5.15
5797,5797,2359001,Ko Tou,10.31667,-5.25
6235,6235,2359442,Koa,12.55,-3.88333
6230,6230,2359437,Koaghin,12.18891,-1.4969
6234,6234,2359441,Koagma,12.03403,-1.57056
11022,11022,11980318,Koaken,12.16631,-1.2808
10296,10296,2570287,Koaken,12.32014,-1.60798
10189,10189,2570146,Koaken,12.02925,-1.57192
10093,10093,2570030,Koaken,12.02951,-1.42279
6233,6233,2359440,Koaken,12.06667,-0.66667
6229,6229,2359436,Koaken,12.23333,-0.58333
6227,6227,2359434,Koaken,12.95307,-1.33885
6226,6226,2359433,Koaken,12.97228,-1.67775
6231,6231,2359438,Koakin,12.13681,-1.63755
6232,6232,2359439,Koakin,12.06457,-1.4428299999999998
10877,10877,11913672,Koakin,12.59562,-1.64294
6510,6510,2359718,Koakin,12.40731,-1.7001
6228,6228,2359435,Koakin,12.58487,-1.5213
6223,6223,2359430,Koakin,11.95,-1.35
6224,6224,2359431,Koakin,11.68333,-1.13333
6225,6225,2359432,Koakin Kouanda,12.18076,-1.41415
10815,10815,11911128,Koala,12.43206,-1.77384
6221,6221,2359428,Koala,12.83333,-2.23333
6222,6222,2359429,Koala,12.42171,-1.27421
8553,8553,2361779,Koala,13.40632,-0.13973
6220,6220,2359427,Koalaga,11.1,-2.3
10334,10334,2594338,Koalla,12.36946,-1.24521
11087,11087,12111011,Koalou,11.0231,0.93873
6219,6219,2359426,Koana,11.23333,-1.6
10943,10943,11947788,Koanda Yarce,12.50583,-1.25481
10288,10288,2570278,Koanguen,12.31542,-1.50253
6217,6217,2359424,Koanke,13.06254,-1.46438
6216,6216,2359423,Koankin,11.75,-1.05
6215,6215,2359422,Koanta,9.48333,-2.76667
6214,6214,2359421,Koara,12.51667,-4.38333
6213,6213,2359420,Koara,12.75,-0.75
6211,6211,2359418,Koassa,12.0088,-1.33499
6212,6212,2359419,Koassanga,12.65664,-1.33146
6210,6210,2359417,Koassonou,11.0,-1.26667
6209,6209,2359416,Koayo,12.48333,-2.93333
6204,6204,2359411,Koba,9.96667,-3.71667
6205,6205,2359412,Koba,10.93333,-4.15
6207,6207,2359414,Koba,10.65,-4.0
6206,6206,2359413,Koba,10.73333,-4.8166699999999985
6208,6208,2359415,Koba,12.51272,-3.92719
6201,6201,2359408,Koban,10.21667,-3.26667
11113,11113,12176006,Kobana,11.82108,1.89452
6200,6200,2359407,Kobanbou,12.12555,1.60859
6740,6740,2359952,Kobao,13.937220000000002,-1.51725
6199,6199,2359406,Kobato,12.59566,1.95777
11116,11116,12176009,Kobdari,11.82708,1.97756
6198,6198,2359405,Kobe,10.71667,-5.3
6197,6197,2359404,Kobiadiassa,10.51667,-5.3166699999999985
6196,6196,2359403,Kobindyego,12.58222,1.83888
6195,6195,2359402,Kobini,13.44795,0.89484
6193,6193,2359400,Kobo,13.72026,-1.82755
6192,6192,2359399,Kobo,10.53333,-3.46667
6194,6194,2359401,Kobo,14.6935,-1.5219
10442,10442,6862555,Kobol Kadie,14.36377,-0.9439
10483,10483,6873946,Kobol Tiam,14.2402,-1.6193
6190,6190,2359397,Kobol Tiam,14.238879999999998,-1.62275
6191,6191,2359398,Kobolo,10.88333,-3.733330000000001
6189,6189,2359396,Kobori,13.0286,0.02712
6188,6188,2359395,Kobou Fouanou,12.45059,2.07357
6187,6187,2359394,Kobougou,13.35141,0.46716
6186,6186,2359393,Koboundouen,12.45,-0.35
6185,6185,2359392,Kobouteon Tienkbe,10.35,-2.91667
6184,6184,2359391,Kobrou,10.07559,-4.39745
6183,6183,2359390,Kobsse,11.91667,-1.6
10885,10885,11913833,Kobyiri,12.52485,-1.60407
6182,6182,2359389,Kodagou,12.40262,1.64729
6181,6181,2359388,Kodala,11.05274,-4.43761
6180,6180,2359387,Kodara,11.65,-2.63333
6179,6179,2359386,Kodare,11.2,-1.51667
6178,6178,2359385,Kodassari,12.65332,1.10621
6177,6177,2359384,Kodemende,12.48333,-0.6
5804,5804,2359008,Kodemtore,12.54434,-1.48672
6176,6176,2359383,Kodeni,10.31667,-5.41667
6174,6174,2359381,Kodezoaga,11.16667,-0.06667000000000001
6171,6171,2359378,Kodiala,11.38959,-4.58244
6172,6172,2359379,Kodiala,10.96667,-5.03333
6173,6173,2359380,Kodiala,11.42389,-4.63156
6170,6170,2359377,Kodialani,10.86667,-5.05
6169,6169,2359376,Kodian,10.46667,-3.93333
6168,6168,2359375,Kodiene,12.0345,1.33434
6167,6167,2359374,Kodima,11.29935,-4.12486
6166,6166,2359373,Kodioloy Loboy,14.130999999999998,-0.5844
10994,10994,11951267,Kodjagabeli,12.94798,1.11251
6164,6164,2359371,Kodjani,12.86305,0.04178
5517,5517,2358719,Kodjena,13.08037,0.20411
11171,11171,12237913,Kodjoaari,11.3309,1.092
6163,6163,2359370,Kodogo,12.07878,-1.59558
6162,6162,2359369,Kodonou,11.41085,-4.60751
6161,6161,2359368,Kodougou,12.51667,-3.6
6160,6160,2359366,Kodouni,10.1,-4.4833300000000005
6159,6159,2359365,Kodouro,10.33333,-3.11667
6158,6158,2359364,Kodro,13.19592,-0.8803700000000001
6157,6157,2359363,Kodye,12.6,-2.33333
6156,6156,2359362,Kodyel,12.80057,1.16766
6155,6155,2359361,Kodyengou,13.27563,0.36116
6154,6154,2359360,Kodyolay,13.825920000000002,0.02422
6153,6153,2359359,Koedogo,13.09651,-0.70801
6152,6152,2359358,Koel,14.57106,-0.45897
6151,6151,2359357,Koena,11.88333,-3.05
11086,11086,12111010,Koena,12.17305,1.249
6150,6150,2359356,Koffi,10.33333,-3.75
6149,6149,2359355,Kofila,11.33333,-3.91667
6148,6148,2359354,Kofila Be,11.12758,-5.176819999999998
6147,6147,2359353,Kofindren,12.41667,-1.48333
10925,10925,11947731,Kofindrin,12.58169,-1.48544
6145,6145,2359351,Kofing,12.26667,-3.35
11284,11284,12358460,Koflande,10.22539,-4.42395
6144,6144,2359350,Koflande,10.23333,-4.5666699999999985
6143,6143,2359349,Kogbeni,10.53333,-4.35
6142,6142,2359348,Kogbu,10.86667,-5.05
11209,11209,12253469,Kogdangou,12.02212,1.79233
10751,10751,11238552,Kogho,12.64818,-0.67351
6112,6112,2359318,Koglobaraogo,13.57094,-1.3233700000000002
6135,6135,2359341,Kognonghin,12.22734,-1.59161
6141,6141,2359347,Kogo,12.65226,-0.66956
6139,6139,2359345,Kogo,11.4,0.1
6138,6138,2359344,Kogola,13.11262,-2.39866
6137,6137,2359343,Kogoma,11.7021,-4.55396
6136,6136,2359342,Kogomou,12.8,-0.16667
6134,6134,2359340,Kogori,12.46158,2.21731
6133,6133,2359339,Kogoro Fouanou,12.42242,2.23212
6131,6131,2359337,Kogoudou,12.71667,0.11667
6130,6130,2359336,Kogoue,11.91416,-4.5682800000000015
6129,6129,2359335,Kohda,13.51024,0.04188
6128,6128,2359334,Koho,11.45,-3.55
6127,6127,2359333,Koho,11.68333,-3.13333
11193,11193,12238256,Kohogo,11.6979,0.06601
11197,11197,12238260,Kohogo-Peulh,11.71638,0.0431
6126,6126,2359332,Kohorasso,11.33987,-4.09612
6125,6125,2359331,Koibene,12.21667,-0.13333
6124,6124,2359330,Koikonba,14.02903,-0.19863
6121,6121,2359327,Koin,11.19152,-4.7529900000000005
6122,6122,2359328,Koin,10.95,-4.71667
6123,6123,2359329,Koin,12.71667,-2.83333
6120,6120,2359326,Koiretegui,14.36511,-0.01495
5871,5871,2359075,Koireziena,14.36384,-0.02992
6119,6119,2359325,Koken,13.19884,-1.12031
6118,6118,2359324,Kokim,13.37066,-2.40671
6117,6117,2359323,Koko,10.65,-5.45
6109,6109,2359315,Koko Nouel,14.31031,-1.96976
6116,6116,2359322,Kokoaga,11.75,-0.23333
6115,6115,2359321,Kokogou,12.7,0.46667
6114,6114,2359320,Kokoli,14.1025,-2.45269
6113,6113,2359319,Kokolibou,10.91667,-2.98333
6111,6111,2359317,Kokologo,12.19392,-1.87687
6110,6110,2359316,Kokon,10.28333,-4.16667
10096,10096,2570034,Kokonse,12.07774,-1.3823
6107,6107,2359313,Kokora,12.58333,-0.6166699999999999
6108,6108,2359314,Kokora,10.8,-5.01667
6106,6106,2359312,Kokorare,11.06667,-0.6
6105,6105,2359311,Kokore,12.68333,-2.66667
6104,6104,2359310,Kokoro,11.49127,-4.72467
6103,6103,2359309,Kokoroko,13.25768,0.11150999999999997
6102,6102,2359308,Kokoroue,11.17373,-4.44386
6101,6101,2359307,Kokosse Nabikome,12.06667,-0.31667
6100,6100,2359306,Kokou,13.07782,0.31709
6099,6099,2359305,Kokou Kadje,14.45164,-1.17647
6098,6098,2359304,Kokoulani,11.82671,-4.88632
6097,6097,2359303,Kokoulou,10.68333,-5.1
6096,6096,2359302,Kokoun,12.1,-3.13333
6095,6095,2359301,Kola,12.68333,-2.8
6094,6094,2359300,Kolade,14.20636,-1.67932
6093,6093,2359299,Kolakwe,13.56031,0.70523
6092,6092,2359298,Kolana,10.73333,-5.05
11230,11230,12261520,Kolanga,11.7221,0.21514
10396,10396,6807509,Kolangaldagabe,13.73011,0.6110800000000001
6091,6091,2359297,Kolangaligui,13.49053,0.59477
6090,6090,2359296,Kolangay,14.7172,-0.8133
6089,6089,2359295,Kolastenga,12.18333,-0.43333
6088,6088,2359294,Kolay Ndiouma,14.31983,-1.26357
6087,6087,2359293,Kolega,13.54888,-0.93727
6086,6086,2359292,Koleka,10.91667,-3.03333
6085,6085,2359291,Kolel,14.552220000000002,-0.42579
6084,6084,2359290,Kolerou,12.98695,-3.76733
6083,6083,2359289,Kolessi,10.71667,-5.15
6082,6082,2359288,Kolibie,10.08333,-2.85
6081,6081,2359287,Kolibila,12.86667,-2.35
11236,11236,12261526,Koliere,11.72062,0.4461600000000001
6080,6080,2359286,Kolindioura,10.38333,-3.01667
6079,6079,2359285,Kolinka,11.05,-2.71667
6078,6078,2359284,Kolkol,11.05,-3.16667
6075,6075,2359281,Kolle,10.18333,-2.96667
11075,11075,12104391,Kollo,11.34909,-1.32578
6074,6074,2359280,Kollo,12.81667,-2.4
6073,6073,2359279,Kolo,11.05,-0.98333
6072,6072,2359278,Kolobassama,11.91667,-1.5
6071,6071,2359277,Kolobo Samba,12.2,-0.78333
6070,6070,2359276,Kolodiou,12.61667,-2.76667
6069,6069,2359275,Kologanaba,11.78333,-0.26667
6650,6650,2359861,Kologanogo,12.60912,-1.1202
10778,10778,11900513,Kologh-Naba,12.3833,-1.54276
6049,6049,2359255,Kologkoum,12.98575,-1.24837
6065,6065,2359271,Kologo Sama,12.38333,-0.6
6067,6067,2359273,Kologoero,12.46667,-2.3
10184,10184,2570134,Kologonaba,12.05403,-1.61776
10929,10929,11947754,Kologondiesse,12.64915,-1.23084
6066,6066,2359272,Kologoro,12.25,-2.05
10175,10175,2570121,Kologossamba,12.11511,-1.74732
6063,6063,2359269,Kologoukom,13.04043,-1.52109
6062,6062,2359268,Kolokaga,11.20722,-4.89585
6041,6041,2359247,Kolokan,13.079,-4.2717
6061,6061,2359267,Kolokande,12.2,-2.25
6059,6059,2359265,Koloko,11.0815,-5.31078
6058,6058,2359264,Kolokolo,10.78333,-4.86667
10902,10902,11915108,Kolokom,12.67001,-1.88013
10279,10279,2570260,Kolokom,12.37554,-1.6171
6035,6035,2359241,Kolokom,13.11143,-2.60516
6057,6057,2359263,Kolokom,12.1483,-1.6892200000000002
6076,6076,2359282,Kolokom,13.1381,-2.26398
6046,6046,2359252,Kolokom,12.70298,-1.34783
6056,6056,2359262,Kolokom,12.21667,-0.7
6055,6055,2359261,Kolokom,12.28333,-0.51667
6054,6054,2359260,Kolokom,12.4682,-1.15131
6051,6051,2359257,Kolokom,13.597370000000002,-2.74785
6052,6052,2359258,Kolokom,12.73045,-1.72617
6053,6053,2359259,Kolokom,12.51854,-1.2913
6050,6050,2359256,Kolokouame,12.5,-0.08333
6048,6048,2359254,Kolokouome,12.26667,-0.016669999999999997
6047,6047,2359253,Kololo,12.65,-2.2
6045,6045,2359251,Kolongalona,14.03531,0.17736
6044,6044,2359250,Kolongo,13.31914,-0.62065
6293,6293,2359500,Kolongota,13.243670000000002,-2.61003
6043,6043,2359249,Kolonguikom,12.5,-0.66667
6068,6068,2359274,Koloniaba,12.27718,-1.7138
6042,6042,2359248,Kolonida,12.43333,-4.01667
6040,6040,2359246,Kolonkan,13.214,-4.1198
6060,6060,2359266,Kolonkan Goure Ba,13.2637,-3.8694
6039,6039,2359245,Kolonkan Goure Diallo,13.2809,-3.8737
6037,6037,2359243,Kolonkan-Sirakoro,13.3203,-4.0681
6038,6038,2359244,Kolonkani Ba,13.3421,-3.9911
