,Unnamed: 0,ID,location_name,lat,long
8972,8972,2362200,Bonkongou,12.32657,1.3725
11275,11275,12324455,Bonkongou,12.36948,1.22003
8971,8971,2362199,Bonkonkoaga,12.2004,1.84667
8970,8970,2362198,Bonkore,12.10932,-1.47781
8969,8969,2362197,Bonkossera,10.01667,-3.13333
8968,8968,2362196,Bonkoulou,9.73333,-2.96667
8967,8967,2362195,Bonkoulou,10.3,-3.46667
8966,8966,2362194,Bonogo,12.06803,-1.58819
8964,8964,2362192,Bonouo,13.6957,-2.85867
8963,8963,2362191,Bonpare,10.1,-3.1
8962,8962,2362190,Bonpe,10.46667,-4.78333
8959,8959,2362187,Bonro,13.0458,-3.2145
8958,8958,2362186,Bonsare,11.66667,-0.5
8957,8957,2362185,Bonsera,10.55,-3.15
8956,8956,2362184,Bonsie,11.31667,-3.5
8955,8955,2362183,Bonsiega,13.47769,-0.20189
8954,8954,2362182,Bonsoaga,12.47346,0.88871
8953,8953,2362181,Bonsongari,12.36667,0.33333
8952,8952,2362180,Bonsora,10.55,-3.1
8951,8951,2362179,Bonta,13.23595,0.39859
8950,8950,2362178,Bontanmbima,12.63333,0.85
8949,8949,2362177,Bontioli,10.88333,-3.06667
10672,10672,8693061,Bontioli Reserve Forest,10.859000000000002,-3.123
8948,8948,2362176,Bontou,10.23333,-3.75
8947,8947,2362175,Bontou,10.3,-3.96667
9595,9595,2362827,Bonvale,11.76118,-4.19346
8946,8946,2362174,Bonyolo,12.35,-2.5
8944,8944,2362172,Bonyori,13.22825,0.6412399999999999
8945,8945,2362173,Bonyori,13.18962,0.60523
8943,8943,2362171,Bonzan,11.35,-3.11667
8942,8942,2362170,Bopie,10.55,-2.91667
8941,8941,2362169,Bopiel,10.06667,-2.91667
7858,7858,2361083,Bore,13.93355,-2.62063
8940,8940,2362168,Bore,13.51078,-0.31908000000000003
8939,8939,2362167,Bore,12.98395,-1.62409
10892,10892,11913916,Borebila,12.97706,-1.6081
8938,8938,2362166,Borgane,10.86667,-2.95
8937,8937,2362165,Borguiende,14.11059,-1.7204400000000002
8936,8936,2362164,Bori,11.3,-1.75
8935,8935,2362163,Boriho,10.23333,-3.26667
8934,8934,2362162,Borilli,10.26667,-2.91667
8933,8933,2362161,Borio,14.063770000000002,-2.55694
8932,8932,2362160,Boriogo,11.95,-0.016669999999999997
8931,8931,2362159,Boriou,10.1,-3.83333
8930,8930,2362158,Borko,13.27775,-1.1517
8929,8929,2362157,Borma,13.3315,-3.8435
8928,8928,2362156,Boro,11.65,-1.7
8927,8927,2362155,Borodogo,12.60336,-1.37772
8925,8925,2362153,Borogho,12.15111,-1.79193
8926,8926,2362154,Borogo,11.95,-1.45
8924,8924,2362152,Boromissi,12.95,-0.55
8923,8923,2362151,Boromissi,13.04913,-0.3067
8922,8922,2362150,Boromo,11.74542,-2.93006
10359,10359,6296405,Boromo Airport,11.75,-2.93333
8921,8921,2362149,Boromossi,11.93333,-2.9
8919,8919,2362147,Boron,12.65,-3.91667
8920,8920,2362148,Boron,12.65,-3.5
8918,8918,2362146,Boroni,14.08709,-2.31855
8916,8916,2362144,Bosangre,12.1,0.2
8915,8915,2362143,Bose,14.43286,-0.8478100000000001
8912,8912,2362140,Bosega,12.92675,0.45932
8914,8914,2362142,Bosongri,13.31095,0.44823
8913,8913,2362141,Bossebango,14.36433,-1.87793
8910,8910,2362138,Bossey Boubakari,14.56652,-0.3323
8908,8908,2362136,Bossey Dogabe,14.53039,-0.30529
8911,8911,2362139,Bossey-Barabe,14.542179999999998,-0.33029000000000003
8909,8909,2362137,Bosseydiabe,14.46551,-0.4356100000000001
8906,8906,2362134,Bossien,11.98333,-3.26667
8905,8905,2362133,Bosso,12.53333,-2.8
8904,8904,2362132,Bossogo,12.03333,-3.76667
8903,8903,2362131,Bossomnomogo,13.60099,-2.53963
8902,8902,2362130,Bossomnore,13.59305,-2.54047
8901,8901,2362129,Bossomnore Rimaibe,13.68019,-2.53108
8900,8900,2362128,Bossongari,12.56134,1.81409
8899,8899,2362127,Bossongri,12.9,0.9
8898,8898,2362126,Bossonguiri,13.333470000000002,0.48595
8897,8897,2362125,Bossora,11.7111,-4.09133
8896,8896,2362124,Bossoura,10.08333,-3.5333300000000003
10153,10153,2570097,Boswende,12.47389,-1.42534
8895,8895,2362123,Bote,12.75,-3.5333300000000003
8894,8894,2362122,Botedji,12.71667,0.5
8893,8893,2362121,Boto,11.46667,-1.88333
8892,8892,2362120,Boto,12.33333,-0.36667
8891,8891,2362119,Botonou,13.24753,0.55388
8890,8890,2362118,Botou,12.41778,0.15361
8889,8889,2362117,Botou,12.6628,2.0527
8888,8888,2362116,Bottogo,13.82138,-1.28236
10652,10652,8288555,Bottou Department,12.5154,1.9957
8886,8886,2362114,Bou,11.23333,-2.33333
8887,8887,2362115,Bou,10.51667,-2.95
8885,8885,2362113,Bou,13.69033,-0.8135600000000001
8884,8884,2362112,Bouabou,12.02778,1.57143
8883,8883,2362111,Bouadi Sa,12.4,0.65
8882,8882,2362110,Bouaela,13.311329999999998,-0.84888
8881,8881,2362109,Bouahoun,11.51667,-3.36667
8878,8878,2362106,Bouan,11.91667,-3.7
8879,8879,2362107,Bouan,10.4,-3.06667
8850,8850,2362077,Bouande,11.17833,-4.61425
8877,8877,2362105,Bouandra,13.1366,-0.57916
8876,8876,2362104,Bouandyaga,12.28253,1.56778
8875,8875,2362103,Bouanekui,12.9209,-4.1963
8874,8874,2362102,Bouang,10.35,-3.2833300000000003
8873,8873,2362101,Bouanga,12.40983,-1.91286
8872,8872,2362100,Bouankan,11.18047,-5.09549
8871,8871,2362099,Bouantenga,12.23333,-0.03333
8907,8907,2362135,Bouassie,10.37713,-4.0362800000000005
8870,8870,2362098,Bouasso,12.2,-3.18333
8869,8869,2362097,Bouba,13.26992,0.9209
8868,8868,2362095,Bouban,12.48333,0.78333
10460,10460,6862573,Boubondji,14.90243,-0.076
8867,8867,2362094,Boubou,13.36696,-1.80403
8866,8866,2362093,Bouboulou,12.86667,-2.2
8865,8865,2362092,Boubourou,11.11061,-4.92986
8864,8864,2362091,Boubwonli,12.0,0.96667
8863,8863,2362090,Bouchouwile,13.6183,-3.2452
10597,10597,6930701,Boucle du Mouhoun Region,12.47203,-3.47305
8856,8856,2362083,Boudangou,13.09418,0.12336
8862,8862,2362089,Boudangou,12.13333,0.33333
8861,8861,2362088,Boudaogo,13.35584,-0.06138
8860,8860,2362087,Boudere,13.64519,-1.27425
8859,8859,2362086,Boudiedara,10.88333,-4.2
8858,8858,2362085,Boudieri,12.31647,1.65242
8857,8857,2362084,Boudjadji,14.219079999999998,-1.19567
8855,8855,2362082,Boudou Oudoundou,14.182529999999998,-0.29504
11151,11151,12225000,Boudoudi,14.0181,-1.5171
8854,8854,2362081,Boudri,11.9,-1.43333
8853,8853,2362080,Boudri,12.21667,-0.73333
8852,8852,2362079,Boudtenga,12.485,-1.2604
10997,10997,11980272,Boudtenga-Peulh,12.48602,-1.23793
8851,8851,2362078,Boue,10.5,-4.53333
8848,8848,2362075,Bouen-Yaga,13.4704,-0.24757
8849,8849,2362076,Bouenkoubouga,12.73333,-0.8333299999999999
8847,8847,2362074,Bouere,11.5,-3.68333
8846,8846,2362073,Boufara,11.28333,-2.01667
8845,8845,2362072,Boufian,11.15,-2.46667
8841,8841,2362068,Bouga,13.24135,-1.86628
8844,8844,2362071,Bouganyana,11.75611,-1.7825
8843,8843,2362070,Bougaratanga,12.03333,-2.46667
10742,10742,11205497,Bougnounou,11.83173,-2.10043
10743,10743,11205508,Bougnounou Department,11.80082,-1.98458
8840,8840,2362067,Bougou,13.47751,-0.43542
8839,8839,2362066,Bougoula,10.21667,-4.26667
8838,8838,2362065,Bougoula,10.78333,-5.2333300000000005
8837,8837,2362064,Bougoula,11.23333,-0.38333
8836,8836,2362063,Bougoula,11.83333,-0.8333299999999999
8835,8835,2362062,Bougoule,12.75,-2.3
8834,8834,2362061,Bougoulom,12.26667,-0.66667
8833,8833,2362060,Bougoumbarga,11.9,-1.11667
8832,8832,2362059,Bougoumtenga,12.46658,-1.13947
8831,8831,2362058,Bougounam,13.36259,-2.3925400000000003
8830,8830,2362057,Bougounam Gonga,13.3829,-1.69558
8828,8828,2362055,Bougounam Poalogo Gonga,13.398829999999998,-1.64257
8829,8829,2362056,Bougounam-Koudre,13.38319,-1.6827
8826,8826,2362053,Bougoura,11.96166,-4.45476
8827,8827,2362054,Bougoura,10.71667,-4.1833300000000015
8822,8822,2362049,Bougoure,13.39734,-2.25449
8824,8824,2362051,Bougoure,12.21667,-0.03333
8825,8825,2362052,Bougoure,11.0,-0.5
8823,8823,2362050,Bougoure,12.21667,-0.55
8821,8821,2362048,Bougouriba,10.7,-2.93333
8819,8819,2362046,Bougouritenga,12.29572,-0.51239
8818,8818,2362045,Bougousso,10.66667,-4.08333
10090,10090,2570027,Bougrala,12.04423,-1.42898
10042,10042,2569977,Bougren,12.12343,-1.48582
8842,8842,2362069,Bougue,13.97862,-1.81113
8816,8816,2362043,Bouguiguiri,11.16667,-2.78333
8965,8965,2362193,Bouhahoun,11.48333,-3.76667
8815,8815,2362042,Boui,10.75,-5.3
8814,8814,2362041,Bouidi,12.97391,-1.4280000000000002
8813,8813,2362040,Bouiga,12.92973,-1.66987
8812,8812,2362039,Bouilio,13.0485,-4.1356
8811,8811,2362038,Bouinle,10.18333,-5.01667
8810,8810,2362037,Boukari,14.3585,-0.4679
8809,8809,2362036,Boukarou,13.30247,0.02853
8808,8808,2362035,Boukere,13.67087,-2.7559400000000003
8807,8807,2362034,Boukero,10.66667,-2.95
8806,8806,2362033,Boukou,13.675679999999998,-1.56333
8805,8805,2362032,Boukou,12.5554,-1.8814
8804,8804,2362031,Boukou,12.62645,-1.84285
8803,8803,2362030,Boukou,12.6242,-1.8691
10308,10308,2570332,Boukou,12.31233,-1.6874900000000002
8802,8802,2362029,Boukouma,14.1711,-0.6933
8801,8801,2362028,Boukouma,14.2049,-0.7341
8800,8800,2362027,Bouktenga,12.76324,-1.4180700000000002
8799,8799,2362026,Boukui,13.152,-4.2515
11109,11109,12175874,Boula,13.56342,-0.13047999999999998
8817,8817,2362044,Boula,12.24966,-1.32109
10055,10055,2569991,Boula,12.12335,-1.338
8798,8798,2362025,Boula,12.2125,-1.6361
8797,8797,2362024,Boulala,12.57528,-1.7538900000000002
8796,8796,2362023,Boulani,13.61815,0.55607
8794,8794,2362021,Boulapoi,11.86667,-1.71667
8793,8793,2362020,Boulare,11.88333,-1.15
10986,10986,11948978,Boulba,12.62241,-1.11412
10085,10085,2570022,Boulbi,12.23883,-1.52662
10124,10124,2570062,Boulbi,12.20936,-1.57492
8792,8792,2362019,Boulbi,12.19412,-1.42676
8788,8788,2362015,Boule,13.1933,-3.8333
8787,8787,2362014,Boule,13.39078,-2.87243
8789,8789,2362016,Boule,13.13343,-2.0089900000000003
8790,8790,2362017,Boule,13.114820000000002,-1.99922
8791,8791,2362018,Boule,11.92278,-1.85389
10505,10505,6873980,Boule Boule,14.6865,-1.5197
8785,8785,2362012,Boulel,14.7424,-0.39725
8784,8784,2362011,Boulel,12.70425,2.11504
10546,10546,6874038,Boulel,14.67149,-1.3832799999999998
8783,8783,2362010,Boulel Boue,14.059870000000002,-1.32361
10439,10439,6862552,Bouleli,14.27959,-0.77887
8782,8782,2362009,Boulema,13.55051,-2.2191400000000003
8795,8795,2362022,Boulemporo,13.0991,-3.8497
8781,8781,2362008,Boulga,11.88333,-0.26667
8780,8780,2362007,Boulgou,12.51338,0.82621
8778,8778,2362005,Boulgue,11.78333,-1.15
8777,8777,2362004,Boulgue,13.74529,-0.75388
8776,8776,2362003,Boulgye,12.51667,-2.61667
8770,8770,2361997,Bouli,13.65441,-2.72189
8769,8769,2361996,Bouli,13.25,0.05
8775,8775,2362002,Bouli,10.3,-3.2833300000000003
8774,8774,2362001,Bouli,11.83333,-1.85
8773,8773,2362000,Bouli,12.28701,-1.7366
8772,8772,2361999,Bouli,12.62825,-1.4078
8771,8771,2361998,Bouli,12.77273,-1.09283
8786,8786,2362013,Boulikessi,14.43735,-0.66538
8768,8768,2361995,Boulikiendi,13.460020000000002,-0.22532
8766,8766,2361993,Boulin Bola,14.12198,-2.32957
8765,8765,2361992,Boulin Kiera,9.86667,-3.11667
8767,8767,2361994,Boulinbe,10.65,-3.01667
8764,8764,2361991,Boulirou,11.08333,-1.16667
8763,8763,2361990,Boulissi,11.95,-1.61667
8762,8762,2361989,Boulkenga,13.72411,-0.39733
8760,8760,2361987,Boulkon,12.93537,-1.96227
8759,8759,2361986,Boulli,12.8,-0.8333299999999999
8758,8758,2361985,Boulli,13.129829999999998,-1.25646
8757,8757,2361984,Boulli,13.15598,-1.40603
8756,8756,2361983,Boulli,13.15918,-1.90204
8755,8755,2361982,Boulli,13.180270000000002,-1.81263
8754,8754,2361981,Boulli,13.5431,-1.65505
8753,8753,2361980,Boulli,13.64635,-1.44018
8752,8752,2361979,Boulli Foulbes,13.49242,-1.6344
8751,8751,2361978,Boulma,12.95,-2.13333
8750,8750,2361977,Boulmanga,13.61904,-0.34599
8748,8748,2361975,Boulmiougou,13.2638,-1.34422
8749,8749,2361976,Boulmiougou,12.68333,-0.3
11268,11268,12324290,Boulmoantougou,12.66736,1.24351
8747,8747,2361974,Boulmongo,12.54894,1.17874
8744,8744,2361971,Boulo,10.36347,-4.54328
8746,8746,2361973,Boulo,10.41667,-4.78333
10565,10565,6893652,Boulol Karawal Gourbiri,14.24443,-2.38901
8745,8745,2361972,Boulomde,12.16667,-0.06667000000000001
10648,10648,8199000,Boulon Forest,10.32957,-4.51088
8743,8743,2361970,Boulou,11.28333,-1.45
8742,8742,2361969,Boulouaka,12.66667,-0.15
8741,8741,2361968,Boulouballa,13.95946,0.22176
8740,8740,2361967,Bouloudouo,10.38333,-3.08333
8739,8739,2361966,Boulougan,12.88333,-2.41667
8737,8737,2361964,Boulougou,11.93333,-1.63333
8738,8738,2361965,Boulougou,11.68333,-1.8
8736,8736,2361963,Boulouguen,13.55569,-1.88115
8735,8735,2361962,Boulougui,12.93333,-2.38333
8734,8734,2361961,Bouloule,11.81667,-2.9
8733,8733,2361960,Bouloulou,13.41039,-2.45123
8731,8731,2361958,Bouloum Nabyiri,12.2,-2.25
8732,8732,2361959,Bouloumana,13.63421,-0.42994
11147,11147,12218058,Bouloumbougdi,11.89185,-0.09915
10110,10110,2570048,Bouloumbouyaka,12.05745,-1.33861
8730,8730,2361957,Bouloumpera,9.95,-3.18333
8729,8729,2361956,Boulounga,13.60374,-1.56205
8728,8728,2361955,Boulounsi,13.43095,-2.56985
8727,8727,2361954,Bouloure,12.65,-2.23333
8725,8725,2361952,Bouloy,13.98112,0.01268
8724,8724,2361951,Bouloy,14.69103,-0.41881
8723,8723,2361950,Bouloy Tiouli,14.066870000000002,-0.31628
11064,11064,12076650,Bouloye-Siguidi,14.01676,-0.49877
8722,8722,2361949,Boulpela,12.75001,-1.87845
8721,8721,2361948,Boulpon,12.65,-2.06667
8720,8720,2361947,Boulpore,12.90513,-1.51583
8719,8719,2361946,Boulsa,12.66664,-0.5746899999999999
10628,10628,7668174,Boulsa Airport,12.65,-0.5670000000000001
10619,10619,7054472,Boulsbaongo,13.47141,-1.27017
8717,8717,2361944,Boulsen,12.63333,-0.8
8714,8714,2361941,Boulsen,12.33542,-2.38388
8716,8716,2361943,Boulsi,12.88333,-0.98333
8715,8715,2361942,Boulsi,12.96952,-1.02205
8718,8718,2361945,Boulsin,12.38342,-1.76555
8713,8713,2361940,Boultaka,14.3231,-0.79597
8712,8712,2361939,Boultouanou,12.49831,1.11363
8711,8711,2361938,Boulwando,12.43333,-0.76667
10081,10081,2570018,Boulwango,12.24822,-1.52524
8710,8710,2361937,Boulyanke,13.77906,-1.46492
8709,8709,2361936,Boulyende,12.95,-0.86667
8708,8708,2361935,Boulyendi,13.202329999999998,-0.13299
8726,8726,2361953,Boulzoma,13.82013,-2.41997
8702,8702,2361929,Boum Iri,13.67464,-0.59631
8707,8707,2361934,Boumanga,12.85,0.76667
8706,8706,2361933,Boumboulou,10.65,-3.0
8704,8704,2361931,Boumbour Tile,14.14439,-1.93433
8705,8705,2361932,Boumbourou,14.645879999999998,-0.57291
8703,8703,2361930,Boumeo,10.63333,-3.16667
8701,8701,2361928,Boumtenga,12.28333,-0.58333
8700,8700,2361927,Boumwana,12.09277,0.76665
8699,8699,2361926,Boun,12.48333,-2.8
8697,8697,2361924,Bouna,12.65,-3.13333
8698,8698,2361925,Bouna,12.01667,-3.25
8696,8696,2361923,Bouna,13.251,-3.3969
8695,8695,2361922,Bouna,13.62439,-0.1499
8694,8694,2361921,Bouna,13.770170000000002,-1.97119
11272,11272,12324295,Boundissen,13.735,-0.98146
11066,11066,12076761,Boundore,13.44114,0.90735
10476,10476,6873939,Boundouga,14.19788,-1.92321
8693,8693,2361920,Boundouguel,14.02973,0.08826
8692,8692,2361919,Boundoukamba,13.53836,-2.62215
8691,8691,2361918,Boundyani,12.13313,1.49606
8690,8690,2361917,Boune,12.66667,-3.58333
8689,8689,2361916,Boune,13.64846,-0.09214
11001,11001,11980289,Bouneghin,12.26213,-1.25599
8688,8688,2361915,Bounfara,10.53333,-3.31667
8687,8687,2361914,Bounga,12.21759,2.00895
8981,8981,2362210,Bounga,11.94712,-2.72305
10399,10399,6855117,Bounga,12.26223,2.00303
8686,8686,2361913,Boungan,10.56667,-3.05
8685,8685,2361912,Boungou,12.00123,1.39235
8684,8684,2361911,Bouni,11.16667,-3.31667
11258,11258,12324155,Bounian,14.33557,0.09246
8683,8683,2361910,Bounkoura,10.31667,-3.1
8682,8682,2361909,Bounomtore,11.88333,-1.13333
8680,8680,2361907,Bounou,13.1246,-2.81553
8681,8681,2361908,Bounou,12.8,-2.81667
8678,8678,2361905,Bounoubana,10.56667,-4.0666699999999985
8677,8677,2361904,Bounoumbara,10.13333,-3.21667
8676,8676,2361903,Bounouna,10.66667,-4.7333300000000005
8675,8675,2361902,Bounpa,12.0,0.16667
8674,8674,2361901,Bountara,9.91667,-3.08333
8673,8673,2361900,Boupengou,12.56808,1.64566
8672,8672,2361899,Boupengou,12.53343,1.62829
11185,11185,12238247,Boupiena,11.79429,1.6501400000000002
8627,8627,2361854,Bour Yiri,12.46628,-1.48389
8669,8669,2361896,Boura,12.78635,-2.00393
8668,8668,2361895,Boura,12.98333,-2.31667
8671,8671,2361898,Boura,11.04282,-2.50196
10063,10063,2570000,Boura,12.11432,-1.47063
8670,8670,2361897,Boura,11.65,-1.13333
8667,8667,2361894,Bourasso,12.63333,-3.71667
8666,8666,2361893,Bouravale,11.95633,-4.4107699999999985
8665,8665,2361892,Bourbo,13.4604,-2.40531
8664,8664,2361891,Boure,12.73333,-2.31667
8662,8662,2361889,Boure,13.34312,-2.37512
8661,8661,2361888,Boureli,14.0489,-0.7984
8660,8660,2361887,Boureta,14.09334,-2.26826
8659,8659,2361886,Boureteoun,9.83333,-2.81667
8658,8658,2361885,Bourey,14.13887,-2.50959
8657,8657,2361884,Bourga,13.9033,-0.33712
8655,8655,2361882,Bourgou,13.16725,-0.1394
8656,8656,2361883,Bourgou,13.0332,-3.3018
8652,8652,2361879,Bouri,13.51508,-2.44548
8654,8654,2361881,Bouri,11.78333,-2.51667
8653,8653,2361880,Bouri,11.95,-0.08333
8648,8648,2361875,Bouri Ronse,13.28554,-2.39916
8651,8651,2361878,Bouria,12.82029,-2.18037
8650,8650,2361877,Bourime,10.88333,-3.01667
8649,8649,2361876,Bouriona,11.05,-0.58333
8606,8606,2361833,Bouritenga,12.48136,-1.14846
8647,8647,2361874,Bourki,12.96452,-1.8622
8646,8646,2361873,Bourkina,12.26667,-2.36667
8645,8645,2361872,Bourma,11.55,-0.68333
8644,8644,2361871,Bourmantougou,12.52849,1.47375
8643,8643,2361870,Bouro,13.68935,-2.5904700000000003
8642,8642,2361869,Bouro,14.32007,-1.4328299999999998
8641,8641,2361868,Bourou,11.3,-1.21667
8640,8640,2361867,Bourou,11.65,-2.7
8639,8639,2361866,Bourou,12.05855,-2.01107
8638,8638,2361865,Bouroubourou,11.16667,-3.83333
8637,8637,2361864,Bourouga,12.95,-0.8
8636,8636,2361863,Bourougouna,11.58333,-1.21667
8635,8635,2361862,Bouroukomo,11.1,-2.43333
8634,8634,2361861,Bouroukouti,12.52164,2.1798
8633,8633,2361860,Bouroum,13.61033,-0.64947
8632,8632,2361859,Bouroum Bouroum,10.53333,-3.23333
8631,8631,2361858,Bouroumtinga,11.83333,-1.21667
8630,8630,2361857,Boursouma,13.49655,-2.36533
8629,8629,2361856,Bourtinguel,13.63369,0.62464
8628,8628,2361855,Bourtyana,12.85,0.6
8626,8626,2361853,Bourzanga,13.67806,-1.54611
8625,8625,2361852,Bourzanga Bouko,13.68348,-1.56969
8624,8624,2361851,Bourzoaga,11.2,-0.16667
8623,8623,2361850,Bousera,10.33333,-3.01667
8621,8621,2361848,Bousrima,11.93333,-1.23333
8620,8620,2361847,Boussangli,13.15718,-0.31248000000000004
8619,8619,2361846,Boussara,10.51667,-4.5666699999999985
8617,8617,2361844,Bousse,13.0948,-3.3906
8618,8618,2361845,Bousse,12.66121,-1.89515
8616,8616,2361843,Boussikomi,12.73333,-0.23333
8615,8615,2361842,Boussougou,11.91667,-1.43333
8614,8614,2361841,Boussoukoula,9.83333,-3.1
8613,8613,2361840,Boussoulbi,9.96667,-3.06667
8612,8612,2361839,Boussoum,13.15,-2.95
8607,8607,2361834,Boussouma,13.211520000000002,-1.52911
8610,8610,2361837,Boussouma,11.7,-0.7
8609,8609,2361836,Boussouma,12.91069,-1.0819
8608,8608,2361835,Boussouma,13.02538,-2.56516
8622,8622,2361849,Boussouma,12.82769,-1.08905
8611,8611,2361838,Boussouma,11.53333,-0.33333
10745,10745,11205618,Boussouma Department,13.2167,-1.53333
8605,8605,2361832,Bouti,10.16667,-3.45
8604,8604,2361831,Boutiourou,11.18333,-2.16667
8603,8603,2361830,Boutoko,12.0,-2.21667
8602,8602,2361829,Boutontou,13.29435,0.26137
8601,8601,2361828,Boutougou,12.01361,-1.51447
8600,8600,2361827,Boutwanou,12.55,0.2
8599,8599,2361826,Bouya Bolo,11.18333,-1.76667
8598,8598,2361825,Bouyase,12.05,-2.38333
8597,8597,2361824,Bouyoua,11.68333,-1.85
8596,8596,2361823,Bouyounou,11.8,-1.98333
8595,8595,2361822,Bouyra,13.114870000000002,-1.54436
8594,8594,2361821,Bouzan,11.41667,-3.21667
8593,8593,2361820,Bouzourou,11.38333,-2.68333
8592,8592,2361819,Boyadi,11.1,-3.56667
8591,8591,2361818,Boyague,11.18333,-2.43333
8590,8590,2361817,Bozo,11.03333,-2.66667
8589,8589,2361816,Brama,11.4237,-5.1977
8588,8588,2361815,Brankagou,13.492870000000002,0.33644
8587,8587,2361814,Bredie,11.58333,-2.65
8586,8586,2361813,Brimonga,12.45799,1.54072
8585,8585,2361812,Bronakouli,13.618520000000002,-2.49986
8584,8584,2361811,Broudabougou,11.56667,0.11667
8583,8583,2361810,Bruniora,10.18333,-3.01667
8582,8582,2361809,Burkina Faso,12.5,-1.66667
8581,8581,2361808,Bwakou,12.31667,0.03333
8580,8580,2361807,Bwalye,13.19908,0.6743
8579,8579,2361806,Bwandouri,12.11822,2.13351
8578,8578,2361804,Bwania,11.83333,-1.4
8577,8577,2361803,Bwatam,13.22825,0.7067100000000001
8576,8576,2361802,Bwatamtonga,13.19823,0.7358100000000001
8575,8575,2361801,Bwenbwangou,12.33616,1.7735299999999998
8574,8574,2361800,Bwo,12.15,-2.76667
8573,8573,2361799,Bwolonga,13.6738,0.06208
8572,8572,2361798,Bwomtani,13.261020000000002,0.03602
8571,8571,2361797,Bwon,11.51667,-1.66667
8570,8570,2361796,Bwoni,13.75304,0.10784
8569,8569,2361795,Byati,12.11929,1.65393
8568,8568,2361794,Byepou,12.26667,-2.63333
8567,8567,2361793,Byiri,12.05,-2.56667
8566,8566,2361792,Byisiga,12.83333,-2.38333
8565,8565,2361791,Byiwele,12.36667,-2.7
8564,8564,2361790,Bylyonvalse,12.25,-2.63333
10598,10598,6930703,Cascades Region,10.38,-4.5
8562,8562,2361788,Cella,11.61667,-0.36667
10599,10599,6930704,Centre,12.37874,-1.53276
10803,10803,11900648,Centre Medical Paul VI,12.39885,-1.55726
10600,10600,6930705,Centre-Est,11.78922,-0.35706
10601,10601,6930706,Centre-Nord,13.09829,-1.0855
10602,10602,6930707,Centre-Ouest,12.25488,-2.36876
10603,10603,6930708,Centre-Sud,11.67132,-1.07374
8561,8561,2361787,Chalro,13.10078,-1.26365
8560,8560,2361786,Chanboulga,14.02533,-2.08618
8559,8559,2361785,Charam Charam,14.5021,-0.0594
8558,8558,2361784,Chedana,10.51667,-3.06667
8557,8557,2361783,Chion,10.66667,-5.3166699999999985
8556,8556,2361782,Chitikoy,14.182570000000002,0.26715
8555,8555,2361781,Chokoro,11.18569,-5.15395
5744,5744,2358948,Chutes de Koudou,11.68333,2.31667
10036,10036,2569969,Cissin,12.17339,-1.38903
2306,2306,2355486,Cissin,12.32472,-1.53489
10796,10796,11900621,Cite An II,12.34488,-1.52421
10781,10781,11900516,Cite An III,12.3757,-1.53289
10773,10773,11900411,Cite An IV B,12.39009,-1.56922
10774,10774,11900412,Cite Azimo,12.40413,-1.55898
10775,10775,11900413,Cite de l'Avenir,12.39398,-1.45727
10798,10798,11900623,Cite de la Caisse,12.31054,-1.51716
8554,8554,2361780,Coala,12.55,-2.08333
10692,10692,10342753,Coalla,13.41056,-0.13694
8549,8549,2361775,Da,12.03333,-3.15
8548,8548,2361774,Da,12.43333,-3.18333
8547,8547,2361773,Da,12.98597,-2.91107
11282,11282,12358442,Dabala,12.94407,0.91397
8546,8546,2361772,Dabanadeni,12.74864,1.07084
8545,8545,2361771,Dabare,12.65872,-1.6032799999999998
8544,8544,2361770,Dabega,12.28333,-0.58333
8543,8543,2361769,Dabendyari,12.22434,1.84981
8542,8542,2361768,Dabesma,12.7,-0.16667
8541,8541,2361767,Dabibougou,12.66667,-0.18333
8540,8540,2361766,Dabinsema,11.51667,-1.03333
8539,8539,2361765,Dabiou,11.15,-2.15
8538,8538,2361764,Dabladouo,9.98333,-3.16667
8537,8537,2361763,Dableteon,11.05,-2.7
8536,8536,2361762,Dablo,13.71873,-1.18186
8535,8535,2361761,Dabogtinga,11.88333,-1.53333
8534,8534,2361760,Dabokere,10.78333,-4.26667
8533,8533,2361759,Dabole,11.15,-3.2
8532,8532,2361758,Dabore,11.9,-1.9
8530,8530,2361756,Dabossomnore,13.13964,-0.48261
8529,8529,2361755,Dabougou,13.28023,-0.00773
8527,8527,2361753,Daboura,12.2284,-3.93037
8528,8528,2361754,Daboura,10.45,-3.05
8526,8526,2361752,Daboura,12.61667,0.76667
8525,8525,2361751,Dabourkou,13.38042,-0.75859
8524,8524,2361750,Dabozir,9.9,-2.76667
8523,8523,2361749,Dabozougui,12.57746,-1.27808
8522,8522,2361748,Dabzouri,11.05,-0.41667
8521,8521,2361747,Dadogo,12.85,-0.91667
8520,8520,2361746,Dadounga,13.25691,0.20164
8519,8519,2361745,Dadounga,13.36186,0.27818000000000004
8518,8518,2361744,Dadounin,11.15,-2.68333
8515,8515,2361741,Dafle,13.37493,-1.7675900000000002
8514,8514,2361740,Dafole,12.63333,-0.91667
10766,10766,11352118,Dafra,11.19791,-4.25487
8513,8513,2361739,Dafya,13.58523,-1.16579
8512,8512,2361738,Daga,10.41667,-3.4833300000000005
8511,8511,2361737,Dagale,13.3721,-3.1947
8510,8510,2361736,Dagamba,11.8,-0.96667
8509,8509,2361735,Dagaridye,13.791379999999998,0.02295
8508,8508,2361734,Dagbondouo,10.11667,-3.4
8507,8507,2361733,Dagitenga,12.61667,-2.21667
